id,r,x0,y0,xf,yf,mass,Δx,Δy,Δr,dx,dy,dr,height_strat,perturb_strengh,perturb_x,perturb_y
1,0.53129774,7.0050445,2.079588,7.0091314,2.0711443,0.29264408,0.004087158,0.008443606,0.009380796,1.2287748,-7.9702725,8.064436,0,0.5,8.233819,10.04986
2,0.4389753,36.30971,4.6298537,36.308,4.6356745,0.19977632,0.001711421,0.005820654,0.00606704,21.924109,-5.4200068,22.584133,0,0.5,8.233819,10.04986
3,0.40661213,23.035566,17.751577,23.040863,17.778246,0.17140538,0.0052972995,0.026667535,0.027188579,14.801747,7.7017174,16.685568,3,0.5,8.233819,10.04986
4,0.5639497,5.4816747,10.901575,5.257731,10.985576,0.32971945,0.22394373,0.08400081,0.2391797,2.7521446,0.85171443,2.880923,2,0.5,8.233819,10.04986
5,0.5039963,22.7679,8.869028,22.77751,8.87572,0.263341,0.009608581,0.0066915383,0.011709035,14.534081,-1.1808321,14.581971,1,0.5,8.233819,10.04986
6,0.5146792,29.780737,15.539051,29.782824,15.555476,0.2746231,0.0020872822,0.01642471,0.016556807,21.546919,5.489191,22.235128,3,0.5,8.233819,10.04986
7,0.43850964,8.104416,15.84703,8.083825,15.857675,0.1993527,0.020590995,0.0106445905,0.023179654,0.1294031,5.7971697,5.798614,3,0.5,8.233819,10.04986
8,0.50016654,42.329655,17.54953,42.33019,17.568289,0.25935408,0.00053554354,0.018759053,0.018766696,15.904164,7.499669,17.583727,3,0.5,8.233819,10.04986
9,0.45157304,37.538113,15.752219,37.54053,15.765889,0.21140723,0.0024187476,0.013670657,0.013882983,20.695707,5.7023582,21.466934,3,0.5,8.233819,10.04986
10,0.42397302,13.385684,11.598421,13.388332,11.718814,0.18635467,0.0026488507,0.120393425,0.120422564,5.1518645,1.5485604,5.3795676,2,0.5,8.233819,10.04986
11,0.48065698,40.196228,2.4940856,40.191227,2.500376,0.2395159,0.005001959,0.006290259,0.0080366,18.037592,-7.5557747,19.556187,0,0.5,8.233819,10.04986
12,0.48834193,8.064737,14.923249,8.073358,14.93178,0.24723607,0.0086201755,0.008530365,0.01212743,0.16908197,4.873389,4.8763213,2,0.5,8.233819,10.04986
13,0.56970364,34.94506,0.9003598,34.943237,0.9006044,0.33648196,0.0018261962,0.00024463763,0.0018425093,23.288757,-9.149501,25.021582,0,0.5,8.233819,10.04986
14,0.49067843,45.043903,15.432849,45.04033,15.4468775,0.24960756,0.003572588,0.01402825,0.014476022,13.189917,5.3829885,14.246069,3,0.5,8.233819,10.04986
15,0.48500782,8.980439,5.624712,8.976115,5.6260533,0.24387166,0.0043242625,0.0013412912,0.004527506,0.74662024,-4.4251485,4.487692,1,0.5,8.233819,10.04986
16,0.36156538,4.8337235,3.7836263,4.7963595,3.7412097,0.13553065,0.037363693,0.042416498,0.056526143,3.4000957,-6.266234,7.1292596,0,0.5,8.233819,10.04986
17,0.5327871,45.913853,2.8341644,45.906513,2.8382413,0.2942871,0.007339893,0.0040771393,0.008396255,12.319964,-7.2156963,14.277528,0,0.5,8.233819,10.04986
18,0.4836454,40.837875,10.931216,40.834324,10.940597,0.24250345,0.0035494932,0.009380285,0.010029389,17.395945,0.8813556,17.418259,2,0.5,8.233819,10.04986
19,0.354647,41.083447,11.73229,41.083725,11.74058,0.13039365,0.00027935722,0.008288867,0.008293573,17.150373,1.6824299,17.232698,2,0.5,8.233819,10.04986
20,0.5215973,6.2130504,6.973255,6.2113447,6.896157,0.2820555,0.0017054813,0.07709838,0.077117234,2.020769,-3.076605,3.6808975,1,0.5,8.233819,10.04986
21,0.51742005,20.33343,5.034004,20.343163,5.0461807,0.2775558,0.009733263,0.012176878,0.015588867,12.099611,-5.0158563,13.098068,1,0.5,8.233819,10.04986
22,0.49441522,16.278875,18.02344,16.29395,18.060015,0.25342384,0.01507388,0.036575787,0.039560206,8.045056,7.9735794,11.326999,3,0.5,8.233819,10.04986
23,0.48837855,14.146573,16.167622,14.162269,16.210655,0.24727315,0.0156953,0.043034602,0.045807417,5.9127545,6.1177607,8.508094,3,0.5,8.233819,10.04986
24,0.5295833,41.35251,14.950697,41.35385,14.963209,0.29075846,0.0013424457,0.0125123905,0.012584199,16.881311,4.900837,17.578306,2,0.5,8.233819,10.04986
25,0.51663154,27.967573,13.643204,27.968008,13.65831,0.2767105,0.0004346193,0.015105717,0.015111968,19.733753,3.5933435,20.058245,2,0.5,8.233819,10.04986
26,0.5458904,14.564222,6.814017,14.5900755,6.8237977,0.30894038,0.025852688,0.009780637,0.027640954,6.330404,-3.2358434,7.109479,1,0.5,8.233819,10.04986
27,0.5416905,36.507595,10.878101,36.504524,10.888709,0.304205,0.0030709237,0.01060756,0.011043138,21.726223,0.8282413,21.742004,2,0.5,8.233819,10.04986
28,0.5792553,10.813236,0.0,10.813381,0.0,0.3478595,0.00014499151,0.0,0.00014499151,2.5794175,-10.04986,10.375601,0,0.5,8.233819,10.04986
29,0.5803368,21.796457,6.846085,21.796371,6.8554654,0.34915963,8.657798e-5,0.009380137,0.009380536,13.562638,-3.2037754,13.935901,1,0.5,8.233819,10.04986
30,0.5057963,33.740723,7.0469956,33.74248,7.054891,0.2652254,0.0017596334,0.007895269,0.00808898,24.493097,-3.0028646,24.676487,1,0.5,8.233819,10.04986
31,0.46186307,39.517406,9.896766,39.50919,9.906994,0.2211517,0.00821523,0.010227919,0.013118701,18.716412,-0.15309453,18.71704,1,0.5,8.233819,10.04986
32,0.5014503,15.993596,15.529035,16.003315,15.576813,0.2606871,0.009718725,0.04777834,0.04875678,7.759777,5.479174,9.499236,3,0.5,8.233819,10.04986
33,0.51439106,8.164014,17.14898,8.180209,17.202776,0.27431566,0.016195491,0.053796574,0.05618154,0.06980539,7.0991197,7.099463,3,0.5,8.233819,10.04986
34,0.52642614,19.96639,13.167117,19.981188,13.177588,0.28730205,0.014798753,0.010471074,0.01812861,11.732571,3.117257,12.139626,2,0.5,8.233819,10.04986
35,0.5606049,7.328512,16.473707,7.344929,16.527714,0.32581988,0.016417218,0.054006808,0.05644697,0.9053069,6.423847,6.4873257,3,0.5,8.233819,10.04986
36,0.5032617,13.863434,2.3221025,13.867168,2.30809,0.26257387,0.0037343213,0.014012507,0.014501569,5.629615,-7.727758,9.5609,0,0.5,8.233819,10.04986
37,0.575949,18.391071,18.088514,18.396233,18.12691,0.34389976,0.005161694,0.03839636,0.038741756,10.157252,8.038653,12.953367,3,0.5,8.233819,10.04986
38,0.48657954,39.88581,10.77024,39.882626,10.778299,0.24545477,0.003185376,0.008059409,0.008666066,18.34801,0.7203796,18.362144,2,0.5,8.233819,10.04986
39,0.62930304,39.09494,11.631618,39.0899,11.645376,0.41056648,0.005039533,0.013758936,0.014652822,19.13888,1.5817568,19.204132,2,0.5,8.233819,10.04986
40,0.5037745,18.708977,8.447516,18.722527,8.457572,0.26310933,0.013548945,0.010054724,0.016872209,10.475158,-1.6023436,10.597002,1,0.5,8.233819,10.04986
41,0.5212621,15.29807,0.93986315,15.303609,0.93718344,0.28169304,0.0055381213,0.0026797208,0.006152373,7.0642514,-9.109997,11.52804,0,0.5,8.233819,10.04986
42,0.49595457,13.124691,14.829586,13.151743,14.883472,0.25500438,0.02705208,0.053886104,0.060295336,4.8908715,4.7797256,6.8385963,2,0.5,8.233819,10.04986
43,0.4657585,16.078472,7.6794734,16.093294,7.6873703,0.2248979,0.014822333,0.007897026,0.016794778,7.844653,-2.370387,8.194957,1,0.5,8.233819,10.04986
44,0.4540822,17.095665,13.381201,17.113655,13.405828,0.21376309,0.01799023,0.024627814,0.030498812,8.861846,3.33134,9.46732,2,0.5,8.233819,10.04986
45,0.43044057,34.004852,7.940876,34.00382,7.949985,0.19208357,0.0010354768,0.009108982,0.009167648,24.228966,-2.1089845,24.32058,1,0.5,8.233819,10.04986
46,0.43290862,12.837147,12.735582,12.845442,12.794645,0.19429262,0.0082947295,0.05906232,0.059641935,4.6033278,2.685722,5.329515,2,0.5,8.233819,10.04986
47,0.46482748,10.501991,17.69321,10.518654,17.718424,0.2239997,0.016662233,0.025212102,0.030220523,2.268172,7.643351,7.9727926,3,0.5,8.233819,10.04986
48,0.60995847,36.541355,16.11089,36.545063,16.128826,0.3857131,0.0037099437,0.017936675,0.018316332,21.692465,6.0610285,22.5233,3,0.5,8.233819,10.04986
49,0.5632405,8.674744,0.0,8.674964,0.0,0.3288907,0.00022083895,0.0,0.00022083895,0.44092426,-10.04986,10.059528,0,0.5,8.233819,10.04986
50,0.45630124,39.288387,4.2540007,39.28705,4.262542,0.21585749,0.001338727,0.008541108,0.008645386,18.945435,-5.79586,19.812155,0,0.5,8.233819,10.04986
51,0.6128293,2.5237222,6.48534,2.5001328,6.4766316,0.3893524,0.023589367,0.008708104,0.025145363,5.710097,-3.5645204,6.7313457,1,0.5,8.233819,10.04986
52,0.49368688,1.4821175,0.8745993,1.473463,0.879681,0.25267774,0.008654418,0.005081733,0.010036083,6.7517014,-9.1752615,11.391703,0,0.5,8.233819,10.04986
53,0.46585432,18.202393,17.06471,18.22136,17.100977,0.22499044,0.018965172,0.036266852,0.040926304,9.968575,7.0148497,12.1893635,3,0.5,8.233819,10.04986
54,0.5320038,35.78776,12.623797,35.785076,12.637065,0.2934224,0.002687031,0.01326747,0.013536834,22.446056,2.5739372,22.593155,2,0.5,8.233819,10.04986
55,0.532878,12.863034,9.891548,12.938592,9.922283,0.29438752,0.07555684,0.030735396,0.08156899,4.6292157,-0.15831262,4.631922,1,0.5,8.233819,10.04986
56,0.4344379,42.49567,7.42652,42.505386,7.434208,0.19566774,0.009716721,0.0076881256,0.0123903975,15.738149,-2.6233406,15.955288,1,0.5,8.233819,10.04986
57,0.52204555,26.813793,10.437309,26.819902,10.453325,0.2825404,0.0061091357,0.016016256,0.01714182,18.579973,0.38744882,18.584013,2,0.5,8.233819,10.04986
58,0.58181,1.5457135,9.180186,1.5502034,9.198848,0.35093462,0.0044899425,0.018662201,0.019194722,6.6881056,-0.8696745,6.744412,1,0.5,8.233819,10.04986
59,0.44841683,22.655949,3.3206472,22.660276,3.3308249,0.20846236,0.004327665,0.010177628,0.011059512,14.42213,-6.729213,15.914777,0,0.5,8.233819,10.04986
60,0.45636392,43.953053,9.082175,43.948856,9.088687,0.21591678,0.004195437,0.006511891,0.0077463808,14.280767,-0.9676852,14.313516,1,0.5,8.233819,10.04986
61,0.45170805,13.9190645,3.3114662,13.911494,3.3007295,0.21153364,0.007569743,0.0107367765,0.0131369475,5.685245,-6.7383943,8.816346,0,0.5,8.233819,10.04986
62,0.5291842,15.597269,8.587013,15.653014,8.5807495,0.29032046,0.0557447,0.0062640943,0.056095548,7.36345,-1.4628468,7.507351,1,0.5,8.233819,10.04986
63,0.58026344,39.99273,6.052478,39.995007,6.0621285,0.34907135,0.0022758557,0.009650553,0.0099152755,18.241089,-3.9973824,18.67395,1,0.5,8.233819,10.04986
64,0.3749059,10.940338,11.788679,10.962145,11.878153,0.14571638,0.02180594,0.08947352,0.0920924,2.7065194,1.7388185,3.2169454,2,0.5,8.233819,10.04986
65,0.42744994,11.978538,9.527864,12.119525,9.428311,0.1894237,0.14098768,0.09955378,0.17259338,3.7447183,-0.52199566,3.780925,1,0.5,8.233819,10.04986
