id,r,x0,y0,xf,yf,mass,Δx,Δy,Δr,dx,dy,dr,height_strat,perturb_strengh,perturb_x,perturb_y
1,0.4954593,11.820044,12.435105,11.832356,12.514439,0.2544953,0.012312641,0.07933376,0.08028354,0.66840804,6.81657,6.849262,2,0.5,12.488452,5.6185355
2,0.4489329,26.900879,6.523178,26.91623,6.532832,0.20894243,0.015350149,0.009654093,0.018133631,14.412428,0.9046422,14.440791,1,0.5,12.488452,5.6185355
3,0.4555761,31.368053,12.354803,31.372355,12.363012,0.21517196,0.0043018507,0.008209263,0.009268113,18.8796,6.736267,20.045364,2,0.5,12.488452,5.6185355
4,0.5424879,1.4452988,18.234554,1.4404705,18.255592,0.30510122,0.004828249,0.021037482,0.02158443,11.043153,12.616018,16.766489,3,0.5,12.488452,5.6185355
5,0.5028438,24.926268,16.315437,24.928444,16.32975,0.26213798,0.0021754724,0.014313948,0.014478322,12.437817,10.696901,16.404968,3,0.5,12.488452,5.6185355
6,0.57279193,3.793167,8.845782,3.7797825,8.878553,0.3401399,0.013384576,0.032771364,0.03539928,8.695285,3.2272463,9.274863,1,0.5,12.488452,5.6185355
7,0.468716,43.586,3.475979,43.582485,3.4762602,0.22776309,0.0035136475,0.00028101736,0.0035248671,18.902452,-2.1425564,19.023493,0,0.5,12.488452,5.6185355
8,0.4057694,49.21111,9.337055,49.200516,9.352368,0.17069563,0.010594611,0.015313125,0.018620891,13.277342,3.7185197,13.788227,1,0.5,12.488452,5.6185355
9,0.5078454,1.8401103,8.757062,1.8263702,8.776083,0.26737875,0.013739975,0.01902078,0.023464378,10.648341,3.1385264,11.101239,1,0.5,12.488452,5.6185355
10,0.5911118,2.431291,1.110729,2.4044077,1.1214074,0.36224553,0.026883226,0.010678409,0.028926393,10.05716,-4.507807,11.021197,0,0.5,12.488452,5.6185355
11,0.52639747,45.121063,3.832935,45.117363,3.832851,0.28727072,0.0037011176,8.41422e-5,0.0037020738,17.367388,-1.7856007,17.458939,0,0.5,12.488452,5.6185355
12,0.5704916,25.508877,9.042583,25.522045,9.053001,0.3374134,0.013168351,0.010417796,0.016790947,13.020425,3.4240477,13.463119,1,0.5,12.488452,5.6185355
13,0.48764595,3.5889077,15.260084,3.5798979,15.292968,0.24653186,0.009009875,0.03288359,0.034095578,8.899544,9.641548,13.121027,3,0.5,12.488452,5.6185355
14,0.5563815,14.536735,0.9093947,14.568465,0.9165056,0.32092917,0.031730477,0.0071108663,0.032517496,2.048283,-4.709141,5.1353164,0,0.5,12.488452,5.6185355
15,0.5160383,33.190994,8.357782,33.19151,8.372063,0.27607536,0.0005163551,0.014280985,0.014290317,20.702541,2.7392464,20.882977,1,0.5,12.488452,5.6185355
16,0.4300669,27.337841,3.2901165,27.35581,3.304825,0.19175023,0.017967837,0.014708459,0.023220291,14.84939,-2.328419,15.030832,0,0.5,12.488452,5.6185355
17,0.47469848,24.700403,9.700287,24.709915,9.706131,0.23361433,0.009511007,0.005844177,0.011163048,12.211951,4.081751,12.876042,1,0.5,12.488452,5.6185355
18,0.5824215,14.695993,5.846099,14.743215,5.808239,0.35167265,0.047221415,0.037859846,0.06052462,2.207542,0.22756334,2.21924,1,0.5,12.488452,5.6185355
19,0.5646448,8.694216,6.2481217,8.649962,6.3127537,0.33053273,0.04425249,0.06463186,0.07832981,3.7942362,0.629586,3.8461158,1,0.5,12.488452,5.6185355
20,0.51946306,19.085955,10.149886,19.1026,10.172123,0.27975196,0.01664578,0.022237591,0.027777553,6.597503,4.53135,8.00376,2,0.5,12.488452,5.6185355
21,0.55722123,16.974073,16.775085,16.98531,16.820183,0.3218986,0.011236846,0.045097668,0.046476517,4.485621,11.156549,12.024533,3,0.5,12.488452,5.6185355
22,0.49585795,0.00037343064,7.048155,0.0,7.0613403,0.25490502,0.00037343064,0.013185524,0.0131908115,12.488078,1.4296191,12.569642,1,0.5,12.488452,5.6185355
23,0.59196013,48.500183,4.937031,48.490005,4.9423757,0.36328608,0.010176666,0.005344991,0.011494932,13.988269,-0.681505,14.004861,0,0.5,12.488452,5.6185355
24,0.46498883,27.354904,8.126707,27.368462,8.136432,0.2241552,0.013557641,0.009724731,0.016684724,14.866452,2.5081713,15.076549,1,0.5,12.488452,5.6185355
25,0.4357374,0.64420706,8.8012705,0.6319227,8.823829,0.19684005,0.012284325,0.022557821,0.025685793,11.844245,3.1827352,12.264418,1,0.5,12.488452,5.6185355
26,0.48681244,13.335404,16.666477,13.342677,16.718222,0.24568982,0.007273098,0.05174627,0.0522549,0.84695274,11.04794,11.080358,3,0.5,12.488452,5.6185355
27,0.4996238,23.598724,13.155559,23.611124,13.1697445,0.25879154,0.012399729,0.0141862845,0.018841548,11.110272,7.537023,13.42553,2,0.5,12.488452,5.6185355
28,0.4640459,8.366142,18.127913,8.352234,18.158947,0.22324704,0.013907869,0.031034196,0.03400809,4.1223097,12.5093775,13.1711035,3,0.5,12.488452,5.6185355
29,0.5156707,11.25916,14.01238,11.252181,14.071951,0.2756822,0.006979527,0.059571147,0.059978623,1.2292914,8.393845,8.483382,2,0.5,12.488452,5.6185355
30,0.52889097,32.881107,17.698814,32.881775,17.719152,0.28999877,0.0006686864,0.020337677,0.020348666,20.392654,12.080278,23.702183,3,0.5,12.488452,5.6185355
31,0.5514027,16.824774,5.315035,16.874939,5.322324,0.31521112,0.05016429,0.0072887526,0.050691046,4.3363223,-0.30350056,4.3469305,1,0.5,12.488452,5.6185355
32,0.48713183,2.33164,2.8825924,2.3086467,2.8970354,0.2460123,0.022993172,0.014442907,0.027152965,10.156812,-2.735943,10.51885,0,0.5,12.488452,5.6185355
33,0.485216,40.18286,13.53417,40.18224,13.548214,0.24408104,0.00062385027,0.014043925,0.014057774,22.30559,7.9156346,23.668472,2,0.5,12.488452,5.6185355
34,0.59417504,21.673649,7.325489,21.692844,7.3490615,0.3660097,0.019196112,0.023572654,0.030400012,9.185197,1.7069534,9.342459,1,0.5,12.488452,5.6185355
35,0.45210284,21.846584,12.26799,21.862131,12.281497,0.21190357,0.015547089,0.013507088,0.020594984,9.358132,6.6494546,11.479978,2,0.5,12.488452,5.6185355
36,0.45761994,11.598851,16.151476,11.5914755,16.195206,0.21710692,0.0073757702,0.043730263,0.04434792,0.8896006,10.53294,10.570441,3,0.5,12.488452,5.6185355
37,0.48547238,3.8388824,13.424085,3.821652,13.459252,0.24433903,0.01723061,0.03516803,0.039162282,8.6495695,7.8055487,11.650822,2,0.5,12.488452,5.6185355
38,0.49037394,14.840231,12.747839,14.841341,12.815398,0.24929789,0.0011102437,0.06755877,0.06756789,2.3517797,7.1293035,7.507186,2,0.5,12.488452,5.6185355
39,0.46277755,34.192715,17.533072,34.196785,17.5481,0.22202832,0.004073373,0.015028169,0.015570429,21.704262,11.9145355,24.759464,3,0.5,12.488452,5.6185355
40,0.44294032,41.892536,10.689414,41.893177,10.702782,0.20340157,0.00063999766,0.013367609,0.013382921,20.595917,5.070878,21.210978,2,0.5,12.488452,5.6185355
41,0.50465214,16.065462,1.9118412,16.1082,1.9174426,0.26402685,0.042737532,0.0056014815,0.043103054,3.5770102,-3.7066946,5.151173,0,0.5,12.488452,5.6185355
42,0.45718664,36.636124,2.5973637,36.637962,2.6015644,0.216696,0.0018390291,0.0042006406,0.0045855655,24.147673,-3.0211718,24.335932,0,0.5,12.488452,5.6185355
43,0.47915873,43.14848,7.124604,43.150627,7.128017,0.23802502,0.0021491377,0.0034124656,0.0040328293,19.339973,1.5060687,19.398525,1,0.5,12.488452,5.6185355
44,0.5375532,0.28876284,0.90259737,0.26590124,0.90755874,0.2995758,0.02286162,0.0049613602,0.023393776,12.199689,-4.715938,13.079468,0,0.5,12.488452,5.6185355
45,0.5788359,33.48429,16.770279,33.483627,16.789688,0.34735596,0.00066620705,0.019409647,0.019421078,20.99584,11.151743,23.773655,3,0.5,12.488452,5.6185355
46,0.49899,16.099794,4.5573015,16.13994,4.559423,0.25813535,0.04014547,0.0021214632,0.04020149,3.6113427,-1.0612344,3.7640424,0,0.5,12.488452,5.6185355
47,0.48126495,4.612031,7.176555,4.5978026,7.2008524,0.2401222,0.014228599,0.024297277,0.028156893,7.8764205,1.5580194,8.0290365,1,0.5,12.488452,5.6185355
48,0.48766816,46.332005,15.772099,46.330204,15.790825,0.24655432,0.0017999598,0.018726286,0.018812591,16.156446,10.1535635,19.082075,3,0.5,12.488452,5.6185355
49,0.48883605,16.360262,0.0,16.371155,0.0,0.24773666,0.010892766,0.0,0.010892766,3.8718112,-5.6185355,6.8234057,0,0.5,12.488452,5.6185355
50,0.47330597,28.286732,9.261251,28.301039,9.267865,0.23224576,0.014307038,0.006614059,0.015761888,15.79828,3.6427155,16.212805,1,0.5,12.488452,5.6185355
51,0.514605,23.913414,2.7657,23.945677,2.7652678,0.27454385,0.03226303,0.0004321681,0.032265924,11.424962,-2.8528357,11.775756,0,0.5,12.488452,5.6185355
52,0.49598575,37.888027,8.5011835,37.888374,8.508782,0.2550364,0.00034888327,0.007599139,0.007607144,24.600426,2.8826475,24.768742,1,0.5,12.488452,5.6185355
53,0.44076547,45.75366,5.443958,45.751186,5.445107,0.20140904,0.0024741874,0.001149008,0.0027279705,16.734793,-0.17457789,16.735703,1,0.5,12.488452,5.6185355
54,0.5353806,10.2448635,13.741461,10.240198,13.792674,0.29715914,0.0046654935,0.051213197,0.05142527,2.2435884,8.122926,8.427076,2,0.5,12.488452,5.6185355
55,0.47794124,0.0,16.104637,0.0,16.122166,0.23681699,0.0,0.017528437,0.017528437,12.488452,10.486102,16.307047,3,0.5,12.488452,5.6185355
56,0.54839194,16.020664,15.238981,16.042112,15.294903,0.31177834,0.021448588,0.055921566,0.05989377,3.5322118,9.620446,10.24839,3,0.5,12.488452,5.6185355
57,0.4548126,9.970015,10.248282,9.929696,10.370961,0.21445133,0.040317662,0.12267863,0.12913388,2.5184374,4.6297464,5.2703967,2,0.5,12.488452,5.6185355
58,0.4636977,6.4854183,2.3859074,6.3133273,2.4075396,0.22291212,0.17209107,0.021632193,0.17344534,6.0030336,-3.232628,6.8180857,0,0.5,12.488452,5.6185355
59,0.5025951,21.856518,2.7960978,21.891205,2.8013802,0.2618788,0.03468793,0.0052822432,0.035087813,9.368066,-2.8224378,9.784008,0,0.5,12.488452,5.6185355
60,0.5739229,37.484207,9.490677,37.48752,9.499527,0.34148443,0.0033134234,0.008850468,0.009450374,24.995754,3.8721411,25.293898,1,0.5,12.488452,5.6185355
61,0.46866533,38.48285,6.51168,38.483707,6.520954,0.22771387,0.0008573966,0.009273815,0.009313365,24.005604,0.8931446,24.022213,1,0.5,12.488452,5.6185355
62,0.5198945,2.949788,2.0915093,2.9203463,2.102373,0.28021687,0.029441776,0.010863612,0.031382103,9.538664,-3.5270264,10.169858,0,0.5,12.488452,5.6185355
63,0.48922575,10.848687,3.4444757,10.733445,3.258605,0.24813178,0.11524233,0.18587065,0.21869771,1.6397642,-2.17406,2.7231164,0,0.5,12.488452,5.6185355
64,0.43088394,24.076569,4.0634956,24.109268,4.057862,0.19247949,0.032699533,0.005633882,0.03318132,11.588117,-1.5550401,11.691989,0,0.5,12.488452,5.6185355
65,0.4828692,25.60868,5.324285,25.622581,5.3345604,0.24172571,0.0139003005,0.010275267,0.017285816,13.12023,-0.29425073,13.1235285,1,0.5,12.488452,5.6185355
66,0.4330242,45.707485,11.739899,45.704975,11.756439,0.19439636,0.0025111842,0.016540594,0.016730132,16.780966,6.1213627,17.862585,2,0.5,12.488452,5.6185355
67,0.44613945,39.650658,7.778613,39.651966,7.786654,0.20635028,0.0013079752,0.008040808,0.0081464965,22.837793,2.1600773,22.93972,1,0.5,12.488452,5.6185355
68,0.45145327,18.242208,1.7585876,18.259771,1.7568525,0.2112951,0.01756394,0.0017351207,0.017649436,5.7537565,-3.859948,6.928558,0,0.5,12.488452,5.6185355
69,0.51293665,25.565842,0.0,25.572474,0.0,0.27276662,0.0066302484,0.0,0.0066302484,13.077391,-5.6185355,14.233274,0,0.5,12.488452,5.6185355
70,0.49920666,34.379604,9.244875,34.384098,9.245767,0.25835955,0.0044942824,0.0008916131,0.004581872,21.891151,3.6263392,22.189476,1,0.5,12.488452,5.6185355
71,0.39572936,18.24399,8.35949,18.287424,8.378108,0.16235302,0.043433387,0.018618084,0.047255605,5.755539,2.7409544,6.3748775,1,0.5,12.488452,5.6185355
72,0.4390172,30.974987,13.156053,30.980867,13.164986,0.19981445,0.005881587,0.008933487,0.010695806,18.486534,7.5375166,19.96412,2,0.5,12.488452,5.6185355
73,0.54194653,15.076198,4.7371464,15.099685,4.742547,0.30449253,0.023486434,0.0054004937,0.024099335,2.5877464,-0.8813892,2.7337296,0,0.5,12.488452,5.6185355
74,0.5068048,21.259506,6.308186,21.299923,6.325082,0.26628417,0.040416773,0.016895613,0.043806132,8.771055,0.68965054,8.798126,1,0.5,12.488452,5.6185355
75,0.58236223,1.1205225,12.438797,1.1091355,12.458036,0.3516011,0.011386973,0.019240296,0.022357373,11.367929,6.820261,13.256914,2,0.5,12.488452,5.6185355
