id,r,x0,y0,xf,yf,mass,Δx,Δy,Δr,dx,dy,dr,height_strat,perturb_strengh,perturb_x,perturb_y
1,0.57103264,0.10293595,1.9007319,0.105151534,1.8985231,0.33805367,0.0022155836,0.002208803,0.0031285174,8.468494,-13.294802,15.762841,0,0.5,41.63444,15.195534
2,0.5055886,39.811325,0.92891765,39.8144,0.9279433,0.26500762,0.003075572,0.0009743511,0.0032262213,1.8231176,-14.266616,14.382632,0,0.5,41.63444,15.195534
3,0.47259444,42.092342,1.7660172,42.09357,1.7657605,0.231548,0.001227084,0.00025666904,0.0012536403,0.45790148,-13.429517,13.437321,0,0.5,41.63444,15.195534
4,0.5882483,36.37991,17.06233,36.367874,17.106743,0.35874447,0.012034291,0.04441337,0.046014905,5.254532,1.8667955,5.5762916,3,0.5,41.63444,15.195534
5,0.47496343,48.196434,9.700625,48.20818,9.706379,0.2338752,0.011745411,0.005752855,0.013078609,6.5619946,-5.4949083,8.558843,1,0.5,41.63444,15.195534
6,0.48085958,40.481213,7.563292,40.46971,7.5613394,0.23971783,0.011501517,0.0019525092,0.01166607,1.1532301,-7.632242,7.718877,1,0.5,41.63444,15.195534
7,0.4991024,10.0346155,18.361311,10.034949,18.375635,0.2582517,0.00033366846,0.014323983,0.014327869,18.400173,3.1657777,18.670527,3,0.5,41.63444,15.195534
8,0.44279203,16.21356,8.157015,16.214312,8.169322,0.20326538,0.0007519162,0.012306838,0.012329787,24.579119,-7.038519,25.567045,1,0.5,41.63444,15.195534
9,0.5098725,12.085954,10.602132,12.085819,10.608733,0.26951748,0.00013398,0.006601509,0.006602869,20.451511,-4.593402,20.961004,2,0.5,41.63444,15.195534
10,0.547856,17.107365,9.078471,17.104506,9.087,0.31116918,0.0028582795,0.0085292095,0.008995397,24.527077,-6.117063,25.27837,1,0.5,41.63444,15.195534
11,0.60509694,4.616404,10.474201,4.628318,10.484623,0.37958908,0.0119137755,0.010421941,0.015828926,12.981962,-4.721333,13.813846,2,0.5,41.63444,15.195534
12,0.5210509,17.560286,15.506501,17.556963,15.517416,0.28146476,0.0033234756,0.010915177,0.011409934,24.074154,0.31096715,24.076162,3,0.5,41.63444,15.195534
13,0.53192353,36.413437,0.93160725,36.412174,0.9315401,0.29333386,0.0012626018,6.7158435e-5,0.0012643866,5.221004,-14.2639265,15.189421,0,0.5,41.63444,15.195534
14,0.44665444,39.630043,0.0,39.62947,0.0,0.20682696,0.0005726789,0.0,0.0005726789,2.0043986,-15.195534,15.327161,0,0.5,41.63444,15.195534
15,0.4902465,6.6750684,0.0,6.6758595,0.0,0.24916832,0.00079099194,0.0,0.00079099194,15.0406275,-15.195534,21.380476,0,0.5,41.63444,15.195534
16,0.5825803,7.2373657,1.0757701,7.2368298,1.0750531,0.3518645,0.0005363415,0.0007169975,0.0008954036,15.602924,-14.119763,21.043264,0,0.5,41.63444,15.195534
17,0.57929415,46.671856,8.516975,46.69068,8.524479,0.3479061,0.018826408,0.007503287,0.020266548,5.037413,-6.678559,8.365326,1,0.5,41.63444,15.195534
18,0.36119404,15.847175,3.5620809,15.850881,3.564363,0.1352524,0.0037057428,0.002282049,0.004352043,24.212734,-11.633453,26.862495,0,0.5,41.63444,15.195534
19,0.56118536,47.352066,12.741345,47.372044,12.770991,0.32649493,0.019977627,0.02964575,0.03574879,5.7176247,-2.4541883,6.2220793,2,0.5,41.63444,15.195534
20,0.4640127,7.5839143,11.009424,7.57991,11.016086,0.2232151,0.0040042875,0.006661477,0.007772361,15.949473,-4.1861095,16.48967,2,0.5,41.63444,15.195534
21,0.4749916,24.74623,17.977568,24.746193,17.99217,0.23390293,3.5760695e-5,0.014602316,0.014602359,16.888212,2.7820332,17.115824,3,0.5,41.63444,15.195534
22,0.57550144,24.084002,3.734585,24.082209,3.7458377,0.3433655,0.0017930184,0.01125262,0.011394576,17.55044,-11.460949,20.961185,0,0.5,41.63444,15.195534
23,0.48260245,37.212715,14.03531,37.149044,14.006587,0.24145868,0.063668065,0.028722564,0.06984703,4.4217277,-1.1602243,4.5714107,2,0.5,41.63444,15.195534
24,0.4284888,3.6682985,13.060224,3.674883,13.079652,0.19034554,0.0065844534,0.019428343,0.02051379,12.033857,-2.1353102,12.221836,2,0.5,41.63444,15.195534
25,0.3743465,35.746532,9.504372,35.732994,9.502099,0.14528184,0.01354093,0.0022722855,0.0137302615,5.887908,-5.6911626,8.188821,1,0.5,41.63444,15.195534
26,0.46179903,48.147877,1.9489623,48.150826,1.9494709,0.22109038,0.0029462897,0.0005085225,0.0029898526,6.5134363,-13.246572,14.761318,0,0.5,41.63444,15.195534
27,0.5537504,6.7437696,14.389475,6.749873,14.402118,0.317901,0.006103401,0.012642956,0.014039083,15.109328,-0.80605894,15.130815,2,0.5,41.63444,15.195534
28,0.57755095,22.530634,10.401138,22.532244,10.415185,0.34581545,0.0016109007,0.014046768,0.014138836,19.103807,-4.794396,19.696236,2,0.5,41.63444,15.195534
29,0.43499148,33.885033,6.9592123,33.873722,6.9442334,0.19616671,0.011310965,0.014978927,0.01876982,7.7494082,-8.236321,11.308861,1,0.5,41.63444,15.195534
30,0.39292213,41.070107,13.781767,41.058697,13.724751,0.16005777,0.011411495,0.057015605,0.05814638,0.5643345,-1.4137671,1.5222387,2,0.5,41.63444,15.195534
31,0.46889186,39.33733,1.7765225,39.3403,1.775185,0.22793406,0.0029726464,0.0013376155,0.0032597303,2.2971106,-13.419011,13.614205,0,0.5,41.63444,15.195534
32,0.5389921,4.6077375,13.279201,4.6146784,13.29639,0.30118173,0.0069411187,0.017188985,0.018537538,12.973296,-1.9163336,13.114067,2,0.5,41.63444,15.195534
33,0.43782523,30.907185,15.984074,30.906687,16.002327,0.19873089,0.00049770554,0.018252732,0.018259518,10.727256,0.7885398,10.756199,3,0.5,41.63444,15.195534
34,0.6137151,25.983862,1.2059245,25.983273,1.2125596,0.39047876,0.000588384,0.0066349953,0.006661033,15.65058,-13.98961,20.991661,0,0.5,41.63444,15.195534
35,0.5336786,19.49774,13.188315,19.496447,13.20248,0.29527274,0.0012928923,0.014165569,0.014224448,22.136702,-2.0072188,22.227516,2,0.5,41.63444,15.195534
36,0.50898117,27.466455,1.7428346,27.45755,1.7392613,0.26857603,0.008905751,0.0035732521,0.00959586,14.167986,-13.4527,19.537323,0,0.5,41.63444,15.195534
37,0.49816674,17.474548,2.7750165,17.471586,2.7773972,0.25728428,0.0029622773,0.0023806547,0.0038003426,24.159893,-12.420517,27.165598,0,0.5,41.63444,15.195534
38,0.536588,11.860668,8.734595,11.861547,8.740078,0.29850096,0.0008795462,0.005482638,0.00555274,20.226227,-6.4609385,21.233086,1,0.5,41.63444,15.195534
39,0.46760795,8.849292,5.951626,8.851261,5.954637,0.2266875,0.001969907,0.0030112774,0.0035983783,17.21485,-9.243908,19.539726,1,0.5,41.63444,15.195534
40,0.4205172,23.329742,14.424997,23.329815,14.436169,0.18332908,7.279553e-5,0.011171566,0.011171804,18.304699,-0.7705364,18.32091,2,0.5,41.63444,15.195534
41,0.5011504,20.829973,8.787107,20.829092,8.799344,0.26037544,0.0008818824,0.012237125,0.012268861,20.804468,-6.408427,21.769102,1,0.5,41.63444,15.195534
42,0.5454047,25.436985,8.842536,25.44276,8.84712,0.3083909,0.0057745613,0.004584373,0.0073730615,16.197456,-6.352998,17.398798,1,0.5,41.63444,15.195534
43,0.52348065,46.41376,14.386028,46.45425,14.40994,0.28409594,0.04049105,0.023910865,0.047023974,4.7793183,-0.8095054,4.847389,2,0.5,41.63444,15.195534
44,0.5295711,38.671425,7.077406,38.66017,7.06836,0.2907451,0.011251939,0.009046431,0.014437592,2.9630163,-8.118128,8.641959,1,0.5,41.63444,15.195534
45,0.4169374,44.394833,1.7623491,44.397522,1.7609464,0.18022108,0.0026884424,0.0014027029,0.003032375,2.7603922,-13.433185,13.71387,0,0.5,41.63444,15.195534
46,0.44195914,22.943893,0.7716809,22.935125,0.7756454,0.20250143,0.008767948,0.003964455,0.009622567,18.690548,-14.423853,23.608984,0,0.5,41.63444,15.195534
47,0.4618759,43.079945,5.174255,43.08108,5.1532164,0.22116397,0.0011377344,0.021038815,0.021069556,1.4455034,-10.021278,10.124994,1,0.5,41.63444,15.195534
48,0.49792108,30.416012,5.378238,30.41858,5.3827405,0.25703058,0.0025669371,0.004502055,0.005182438,11.21843,-9.817296,14.907463,1,0.5,41.63444,15.195534
49,0.5078771,16.987926,0.0,16.990294,0.0,0.26741213,0.002367068,0.0,0.002367068,24.646515,-15.195534,28.95436,0,0.5,41.63444,15.195534
50,0.44343448,45.541172,0.93232244,45.541737,0.9320743,0.20385565,0.00056183577,0.00024815675,0.0006141996,3.9067326,-14.263211,14.7885685,0,0.5,41.63444,15.195534
51,0.57546234,33.928413,12.410601,33.911705,12.416678,0.34331885,0.016709886,0.006077639,0.017780831,7.706028,-2.7849333,8.193822,2,0.5,41.63444,15.195534
52,0.50464404,13.007571,0.0,13.009585,0.0,0.2640184,0.0020137695,0.0,0.0020137695,21.37313,-15.195534,26.22432,0,0.5,41.63444,15.195534
53,0.49015647,45.64128,10.456193,45.64626,10.454959,0.24907681,0.004977163,0.0012347059,0.005128026,4.00684,-4.739341,6.2061357,2,0.5,41.63444,15.195534
54,0.49986687,44.661858,10.334426,44.666367,10.326193,0.25904343,0.0045109056,0.00823282,0.009387629,3.0274148,-4.861108,5.726745,2,0.5,41.63444,15.195534
55,0.5234648,12.46062,9.607446,12.4612255,9.613301,0.2840788,0.00060531544,0.0058552483,0.0058864537,20.826178,-5.588088,21.562849,1,0.5,41.63444,15.195534
