id,r,x0,y0,xf,yf,mass,Δx,Δy,Δr,dx,dy,dr,height_strat,perturb_strengh,perturb_x,perturb_y
1,0.5333627,34.495087,15.528928,34.485954,15.578611,0.29492334,0.009129354,0.04968351,0.050515305,8.165667,10.581081,13.365531,3,0.5,42.66075,4.9478464
2,0.47865275,27.331398,10.029878,27.306173,10.0543375,0.23752259,0.02522342,0.024459314,0.03513515,15.329355,5.0820317,16.149805,2,0.5,42.66075,4.9478464
3,0.4752131,41.03908,13.475731,41.040054,13.516105,0.23412114,0.00097449735,0.040373422,0.040385183,1.6216716,8.5278845,8.680705,2,0.5,42.66075,4.9478464
4,0.4586608,13.970749,18.220861,13.966793,18.240679,0.2180957,0.003955825,0.019817198,0.020208165,21.309998,13.273015,25.105555,3,0.5,42.66075,4.9478464
5,0.6020877,23.024828,13.936739,23.02118,13.957676,0.37582296,0.0036486655,0.020936685,0.021252235,19.635923,8.988893,21.595594,2,0.5,42.66075,4.9478464
6,0.42157653,18.98313,17.385088,18.981,17.402803,0.18425389,0.0021272167,0.017714389,0.017841654,23.677624,12.4372425,26.74537,3,0.5,42.66075,4.9478464
7,0.5078793,9.9056015,12.935114,9.911522,12.949059,0.26741445,0.005920324,0.013944282,0.015149035,17.244848,7.987268,19.00477,2,0.5,42.66075,4.9478464
8,0.50145876,34.887363,9.0403805,34.85228,9.07096,0.2606959,0.03508124,0.030579193,0.046537947,7.773391,4.0925345,8.784899,1,0.5,42.66075,4.9478464
9,0.48019826,36.268562,10.249326,36.236015,10.2829275,0.23905894,0.032545634,0.033602137,0.046779502,6.3921914,5.3014793,8.304564,2,0.5,42.66075,4.9478464
10,0.48583767,20.870308,8.61073,20.858786,8.617592,0.24470687,0.011521833,0.0068616997,0.013410278,21.790445,3.6628838,22.096157,1,0.5,42.66075,4.9478464
11,0.4977192,17.6857,4.5784388,17.678469,4.586248,0.25682223,0.0072295,0.007808965,0.010641692,24.975054,-0.36940762,24.977785,0,0.5,42.66075,4.9478464
12,0.5282816,42.59536,2.6311104,42.45857,2.6768034,0.2893309,0.13679197,0.045693103,0.14422172,0.0653928,-2.316736,2.3176587,0,0.5,42.66075,4.9478464
13,0.542123,9.3512335,1.7002635,9.357454,1.7005442,0.30469093,0.0062205466,0.0002807202,0.0062268777,16.690481,-3.247583,17.003498,0,0.5,42.66075,4.9478464
14,0.5056684,49.0802,7.750006,49.117317,7.758927,0.26509127,0.03711838,0.00892088,0.038175333,6.4194474,2.8021595,7.0043845,1,0.5,42.66075,4.9478464
15,0.49788943,29.815607,13.462848,29.807713,13.495045,0.25699794,0.007893851,0.03219667,0.03315024,12.845145,8.515001,15.411133,2,0.5,42.66075,4.9478464
16,0.43140343,45.31193,11.296915,45.342606,11.355369,0.19294389,0.030671893,0.058453154,0.06601164,2.6511807,6.3490686,6.880366,2,0.5,42.66075,4.9478464
17,0.4075395,9.61108,15.040551,9.6123295,15.072557,0.17218813,0.0012495148,0.03200684,0.032031223,16.950327,10.092705,19.72755,3,0.5,42.66075,4.9478464
18,0.40392062,47.54999,5.4850383,47.530807,5.523087,0.16914372,0.01918378,0.03804873,0.042611305,4.88924,0.5371918,4.9186625,1,0.5,42.66075,4.9478464
19,0.484527,2.703399,8.884112,2.712755,8.899867,0.24338834,0.009356185,0.015754677,0.018323429,10.042646,3.9362655,10.786516,1,0.5,42.66075,4.9478464
20,0.48968872,33.769203,2.8263667,33.733875,2.8234677,0.24860166,0.035327535,0.002899001,0.035446282,8.89155,-2.1214797,9.141134,0,0.5,42.66075,4.9478464
21,0.47961688,7.3314075,1.7068827,7.337131,1.7079791,0.23848043,0.0057235216,0.0010963337,0.0058275764,14.670655,-3.2409637,15.024379,0,0.5,42.66075,4.9478464
