id,r,x0,y0,xf,yf,mass,Δx,Δy,Δr,dx,dy,dr,height_strat,perturb_strengh,perturb_x,perturb_y
1,0.5333627,34.495087,15.528928,34.494625,15.54608,0.29492334,0.00046084682,0.01715194,0.01715813,22.57826,10.925653,25.082817,3,0.5,11.916826,4.603275
2,0.47865275,27.331398,10.029878,27.338615,10.055489,0.23752259,0.007218299,0.025610961,0.026608743,15.414572,5.4266033,16.341879,2,0.5,11.916826,4.603275
3,0.4752131,41.03908,13.475731,41.034744,13.49543,0.23412114,0.0043377616,0.019699212,0.020171145,20.877745,8.872457,22.684813,2,0.5,11.916826,4.603275
4,0.4586608,13.970749,18.220861,13.964572,18.249983,0.2180957,0.0061778105,0.029121632,0.029769696,2.0539234,13.617586,13.77161,3,0.5,11.916826,4.603275
5,0.6020877,23.024828,13.936739,23.031548,13.963967,0.37582296,0.0067182523,0.027228389,0.028044967,11.108003,9.333465,14.508662,2,0.5,11.916826,4.603275
6,0.42157653,18.98313,17.385088,18.983358,17.409592,0.18425389,0.00022945808,0.024503598,0.024504673,7.0663033,12.781814,14.605047,3,0.5,11.916826,4.603275
7,0.5078793,9.9056015,12.935114,9.910157,13.013454,0.26741445,0.004555505,0.0783406,0.078472935,2.0112243,8.33184,8.571148,2,0.5,11.916826,4.603275
8,0.50145876,34.887363,9.0403805,34.891518,9.057374,0.2606959,0.0041566244,0.01699281,0.017493801,22.970535,4.437106,23.395159,1,0.5,11.916826,4.603275
9,0.48019826,36.268562,10.249326,36.27216,10.26485,0.23905894,0.0035992968,0.015523603,0.015935406,24.351736,5.6460514,24.997698,2,0.5,11.916826,4.603275
10,0.48583767,20.870308,8.61073,20.902008,8.636407,0.24470687,0.031699184,0.02567644,0.0407936,8.953483,4.007456,9.809411,1,0.5,11.916826,4.603275
11,0.4977192,17.6857,4.5784388,17.741724,4.595443,0.25682223,0.05602556,0.017004076,0.058549143,5.768873,-0.024835827,5.7689266,0,0.5,11.916826,4.603275
12,0.5282816,42.59536,2.6311104,42.59514,2.6323142,0.2893309,0.00022262,0.0012039226,0.0012243321,19.321466,-1.9721643,19.421856,0,0.5,11.916826,4.603275
13,0.542123,9.3512335,1.7002635,9.29769,1.7178788,0.30469093,0.053542882,0.017615361,0.056366134,2.5655923,-2.903011,3.8742402,0,0.5,11.916826,4.603275
14,0.5056684,49.0802,7.750006,49.08195,7.7391167,0.26509127,0.0017509954,0.010889396,0.011029276,12.836626,3.1467314,13.216689,1,0.5,11.916826,4.603275
