id,r,x0,y0,xf,yf,mass,Δx,Δy,Δr,dx,dy,dr,height_strat,perturb_strengh,perturb_x,perturb_y
1,0.4954593,11.820044,12.435105,11.868702,12.423763,0.2544953,0.048658065,0.011341894,0.049962446,10.736337,-2.189517,10.957322,2,0.5,1.0837071,14.624622
2,0.4489329,26.900879,6.523178,26.903217,6.530189,0.20894243,0.002338628,0.0070110797,0.0073908335,24.182827,-8.101444,25.503775,1,0.5,1.0837071,14.624622
3,0.4555761,31.368053,12.354803,31.368212,12.363607,0.21517196,0.0001595221,0.008804154,0.008805599,19.715654,-2.2698193,19.845884,2,0.5,1.0837071,14.624622
4,0.5424879,1.4452988,18.234554,1.6601932,18.51277,0.30510122,0.21489444,0.27821615,0.35154495,0.3615917,3.6099317,3.6279962,3,0.5,1.0837071,14.624622
5,0.5028438,24.926268,16.315437,24.927944,16.330063,0.26213798,0.0016761048,0.014626739,0.01472246,23.842562,1.6908147,23.90244,3,0.5,1.0837071,14.624622
6,0.57279193,3.793167,8.845782,3.7905345,8.8399,0.3401399,0.0026327916,0.005881624,0.0064439964,2.7094603,-5.7788405,6.382489,1,0.5,1.0837071,14.624622
7,0.468716,43.586,3.475979,43.57636,3.4725115,0.22776309,0.009638888,0.0034676096,0.010243655,7.497708,-11.1486435,13.435322,0,0.5,1.0837071,14.624622
8,0.4057694,49.21111,9.337055,49.16195,9.328989,0.17069563,0.049161006,0.008066338,0.04981837,1.8725977,-5.2875667,5.609366,1,0.5,1.0837071,14.624622
9,0.5078454,1.8401103,8.757062,1.8486995,8.695665,0.26737875,0.008589186,0.061397072,0.061994955,0.7564032,-5.86756,5.9161143,1,0.5,1.0837071,14.624622
10,0.5911118,2.431291,1.110729,2.4299505,1.1106081,0.36224553,0.0013406472,0.00012079934,0.0013460786,1.347584,-13.513893,13.580916,0,0.5,1.0837071,14.624622
11,0.52639747,45.121063,3.832935,45.110027,3.8222384,0.28727072,0.011037319,0.010696707,0.015370164,5.9626436,-10.791687,12.329381,0,0.5,1.0837071,14.624622
12,0.5704916,25.508877,9.042583,25.51304,9.050496,0.3374134,0.004164661,0.007912675,0.008941745,24.425169,-5.582039,25.054901,1,0.5,1.0837071,14.624622
13,0.48764595,3.5889077,15.260084,3.607488,15.363949,0.24653186,0.018580155,0.103864916,0.10551371,2.5052009,0.635462,2.5845392,3,0.5,1.0837071,14.624622
14,0.5563815,14.536735,0.9093947,14.542073,0.9116064,0.32092917,0.005338773,0.0022116904,0.00577876,13.453028,-13.715227,19.211752,0,0.5,1.0837071,14.624622
15,0.5160383,33.190994,8.357782,33.187378,8.371667,0.27607536,0.003616544,0.013884727,0.0143479975,17.892714,-6.2668405,18.95844,1,0.5,1.0837071,14.624622
16,0.4300669,27.337841,3.2901165,27.34439,3.3035097,0.19175023,0.00654876,0.0133930985,0.014908432,23.745865,-11.334506,26.3123,0,0.5,1.0837071,14.624622
17,0.47469848,24.700403,9.700287,24.700727,9.704066,0.23361433,0.0003250896,0.003779934,0.0037938878,23.616695,-4.9243355,24.124622,1,0.5,1.0837071,14.624622
18,0.5824215,14.695993,5.846099,14.702001,5.8455367,0.35167265,0.0060069556,0.00056241907,0.0060332273,13.612287,-8.778523,16.197432,1,0.5,1.0837071,14.624622
19,0.5646448,8.694216,6.2481217,8.7019615,6.254731,0.33053273,0.007745911,0.0066095423,0.010182592,7.6105084,-8.376501,11.317491,1,0.5,1.0837071,14.624622
20,0.51946306,19.085955,10.149886,19.085962,10.164458,0.27975196,6.9373377e-6,0.014572681,0.014572682,18.002247,-4.4747367,18.550045,2,0.5,1.0837071,14.624622
21,0.55722123,16.974073,16.775085,16.983786,16.800596,0.3218986,0.0097130835,0.025510442,0.027297007,15.890366,2.150463,16.035217,3,0.5,1.0837071,14.624622
22,0.49585795,0.00037343064,7.048155,0.004099066,7.0091763,0.25490502,0.0037256354,0.038978282,0.03915593,1.0833336,-7.5764675,7.653527,1,0.5,1.0837071,14.624622
23,0.59196013,48.500183,4.937031,48.498894,4.9346485,0.36328608,0.0012890156,0.002382156,0.0027085473,2.5835245,-9.687592,10.026167,0,0.5,1.0837071,14.624622
24,0.46498883,27.354904,8.126707,27.359537,8.13323,0.2241552,0.0046329107,0.006523734,0.008001436,23.728804,-6.4979153,24.602419,1,0.5,1.0837071,14.624622
25,0.4357374,0.64420706,8.8012705,0.61237407,8.762219,0.19684005,0.031832963,0.039051894,0.05038242,0.43949997,-5.8233514,5.839913,1,0.5,1.0837071,14.624622
26,0.48681244,13.335404,16.666477,13.363628,16.711275,0.24568982,0.028224386,0.04479965,0.05294926,12.251698,2.0418541,12.420678,3,0.5,1.0837071,14.624622
27,0.4996238,23.598724,13.155559,23.599617,13.169479,0.25879154,0.0008934045,0.0139210615,0.0139497,22.515017,-1.4690636,22.562893,2,0.5,1.0837071,14.624622
28,0.4640459,8.366142,18.127913,8.3793745,18.169256,0.22324704,0.01323299,0.041343875,0.04341,7.282435,3.5032911,8.081268,3,0.5,1.0837071,14.624622
29,0.5156707,11.25916,14.01238,11.303176,14.021265,0.2756822,0.044015784,0.0088852765,0.044903647,10.175453,-0.61224216,10.193855,2,0.5,1.0837071,14.624622
30,0.52889097,32.881107,17.698814,32.880733,17.720745,0.28999877,0.0003735821,0.021932038,0.021935219,18.2026,3.0741918,18.460371,3,0.5,1.0837071,14.624622
31,0.5514027,16.824774,5.315035,16.831772,5.321528,0.31521112,0.0069978465,0.006492883,0.009546067,15.741067,-9.3095875,18.287964,1,0.5,1.0837071,14.624622
32,0.48713183,2.33164,2.8825924,2.3428245,2.878988,0.2460123,0.011184563,0.0036044484,0.01175102,1.2479329,-11.74203,11.808158,0,0.5,1.0837071,14.624622
33,0.485216,40.18286,13.53417,40.1693,13.571851,0.24408104,0.013561233,0.03768083,0.04004687,10.900845,-1.090452,10.95525,2,0.5,1.0837071,14.624622
34,0.59417504,21.673649,7.325489,21.675438,7.3404217,0.3660097,0.0017895525,0.014932589,0.015039438,20.589941,-7.2991333,21.845436,1,0.5,1.0837071,14.624622
35,0.45210284,21.846584,12.26799,21.85003,12.276924,0.21190357,0.0034461482,0.008933689,0.0095753195,20.762877,-2.356632,20.89619,2,0.5,1.0837071,14.624622
36,0.45761994,11.598851,16.151476,11.629671,16.206291,0.21710692,0.030820051,0.054815378,0.06288562,10.515144,1.5268537,10.62542,3,0.5,1.0837071,14.624622
37,0.48547238,3.8388824,13.424085,3.8720517,13.474774,0.24433903,0.03316925,0.050690066,0.060577903,2.7551754,-1.2005379,3.0053756,2,0.5,1.0837071,14.624622
38,0.49037394,14.840231,12.747839,14.847055,12.773442,0.24929789,0.00682395,0.025602868,0.026496664,13.756524,-1.8767829,13.883957,2,0.5,1.0837071,14.624622
39,0.46277755,34.192715,17.533072,34.194153,17.550608,0.22202832,0.0014414886,0.017537214,0.017596357,16.890995,2.908449,17.139566,3,0.5,1.0837071,14.624622
40,0.44294032,41.892536,10.689414,41.880894,10.69661,0.20340157,0.011639614,0.007196314,0.013684573,9.191172,-3.9352083,9.998176,2,0.5,1.0837071,14.624622
41,0.50465214,16.065462,1.9118412,16.068462,1.9195311,0.26402685,0.0030003588,0.0076899445,0.008254538,14.981754,-12.712781,19.648607,0,0.5,1.0837071,14.624622
42,0.45718664,36.636124,2.5973637,36.633568,2.600288,0.216696,0.002554662,0.0029242611,0.0038829888,14.447582,-12.027259,18.798607,0,0.5,1.0837071,14.624622
43,0.47915873,43.14848,7.124604,43.139732,7.1178865,0.23802502,0.008745599,0.006718039,0.011028035,7.935229,-7.500018,10.918705,1,0.5,1.0837071,14.624622
44,0.5375532,0.28876284,0.90259737,0.28733137,0.9013297,0.2995758,0.0014314642,0.0012676412,0.001912068,0.7949442,-13.722025,13.745032,0,0.5,1.0837071,14.624622
45,0.5788359,33.48429,16.770279,33.48205,16.79101,0.34735596,0.0022401554,0.020730723,0.020851405,17.599415,2.1456563,17.729727,3,0.5,1.0837071,14.624622
46,0.49899,16.099794,4.5573015,16.106632,4.5643706,0.25813535,0.0068381405,0.007069472,0.009835527,15.016088,-10.067321,18.078547,0,0.5,1.0837071,14.624622
47,0.48126495,4.612031,7.176555,4.6367755,7.1658773,0.2401222,0.024744228,0.010677781,0.0269498,3.5283241,-7.448067,8.241528,1,0.5,1.0837071,14.624622
48,0.48766816,46.332005,15.772099,46.302753,15.808591,0.24655432,0.029253785,0.03649166,0.046769913,4.7517014,1.1474767,4.888289,3,0.5,1.0837071,14.624622
49,0.48883605,16.360262,0.0,16.356659,0.0,0.24773666,0.003603956,0.0,0.003603956,15.276556,-14.624622,21.14835,0,0.5,1.0837071,14.624622
50,0.47330597,28.286732,9.261251,28.291006,9.266579,0.23224576,0.004273729,0.0053270557,0.0068295156,22.796976,-5.363371,23.41939,1,0.5,1.0837071,14.624622
51,0.514605,23.913414,2.7657,23.917988,2.7671995,0.27454385,0.004574857,0.0014995616,0.004814354,22.829706,-11.858922,25.726048,0,0.5,1.0837071,14.624622
52,0.49598575,37.888027,8.5011835,37.881493,8.507645,0.2550364,0.0065344945,0.0064616944,0.009189838,13.195681,-6.1234393,14.54725,1,0.5,1.0837071,14.624622
53,0.44076547,45.75366,5.443958,45.748196,5.43028,0.20140904,0.005462614,0.0136776315,0.014728128,5.330047,-9.180664,10.615744,1,0.5,1.0837071,14.624622
54,0.5353806,10.2448635,13.741461,10.299705,13.720709,0.29715914,0.054841552,0.020752814,0.058636807,9.161156,-0.883161,9.203628,2,0.5,1.0837071,14.624622
